cluster_id,score_supervised_full
987,0.0001106668647882574
988,7.537847758247131e-05
989,0.00012315787382531892
990,7.063831766824574e-05
991,4.6212434981040124e-05
992,2.2928130484507014e-05
993,5.5792538903736045e-05
994,3.277771705274918e-05
995,3.277771705274918e-05
996,4.6212434981040124e-05
997,3.0255617066206472e-05
998,4.3174335854520414e-05
999,4.265362923090977e-05
1000,5.1359639053547114e-05
1001,3.385538082762965e-05
1002,0.00015489576917341683
1003,0.00012272280192868952
1004,0.0005641691651402841
1005,0.00013684858234785688
1006,8.461174909592153e-05
1007,0.00017789698993460538
1008,0.0004493552405218233
1009,9.336986253071724e-05
1010,0.0001237878099813612
1011,4.302413096533109e-05
1012,3.277771705274918e-05
1013,5.4572048926937234e-05
1014,0.00011085588226455741
1015,0.00010676032722531388
1016,5.8638781860524305e-05
1017,5.8638781860524305e-05
1018,0.00010260134470433215
1019,6.185396116177626e-05
1020,4.540121430718667e-05
1021,7.923909239323135e-05
1022,5.557638056356535e-05
1023,7.721615104938559e-05
1024,5.5792538903736045e-05
1025,6.635790756504486e-05
1026,5.5792538903736045e-05
1027,3.0255617066206472e-05
1028,4.302413096533109e-05
1029,7.979131884753436e-05
1030,7.979131884753436e-05
1031,3.3592120947808416e-05
1032,4.345683190502227e-05
1033,3.3592120947808416e-05
1034,5.6474742493132504e-05
1035,0.001646760795754651
1036,5.0846250163418864e-05
1037,4.866500561206874e-05
1038,2.690549468832903e-05
1039,0.0002966037929941962
1040,4.1966085262602735e-05
1041,4.6212434981040124e-05
1042,3.277771705274918e-05
1043,3.385538082762965e-05
1044,5.8314499154218505e-05
1045,0.00010624918024110253
1046,3.277771705274918e-05
1047,0.0001796612139475639
1048,5.618080220499279e-05
1049,7.028855061248653e-05
1050,5.9991265075787155e-05
1051,0.0001271179421258383
1052,7.620540491138825e-05
1053,9.105607481153056e-05
