scenario,pi0,alpha,rep,k_hat,fdr,tdp
S1_correct,0.9,0.15,59,239,0.012552301255230125,0.48261758691206547
S1_correct,0.9,0.2,59,272,0.014705882352941176,0.5480572597137015
S1_correct,0.9,0.05,60,107,0.0,0.22431865828092243
S1_correct,0.9,0.1,60,170,0.01764705882352941,0.350104821802935
S1_correct,0.9,0.15,60,211,0.03317535545023697,0.4276729559748428
S1_correct,0.9,0.2,60,255,0.050980392156862744,0.5073375262054507
S1_correct,0.9,0.05,61,205,0.004878048780487805,0.384180790960452
S1_correct,0.9,0.1,61,254,0.015748031496062992,0.4708097928436911
S1_correct,0.9,0.15,61,301,0.019933554817275746,0.5555555555555556
S1_correct,0.9,0.2,61,332,0.02710843373493976,0.608286252354049
S1_correct,0.9,0.05,62,110,0.0,0.22964509394572025
S1_correct,0.9,0.1,62,161,0.006211180124223602,0.33402922755741127
S1_correct,0.9,0.15,62,204,0.029411764705882353,0.4133611691022965
S1_correct,0.9,0.2,62,224,0.03125,0.453027139874739
S1_correct,0.9,0.05,63,141,0.0,0.2865853658536585
S1_correct,0.9,0.1,63,211,0.004739336492890996,0.4268292682926829
S1_correct,0.9,0.15,63,256,0.01171875,0.5142276422764228
S1_correct,0.9,0.2,63,283,0.02120141342756184,0.5630081300813008
S1_correct,0.9,0.05,64,133,0.007518796992481203,0.2619047619047619
S1_correct,0.9,0.1,64,207,0.014492753623188406,0.40476190476190477
S1_correct,0.9,0.15,64,254,0.01968503937007874,0.49404761904761907
S1_correct,0.9,0.2,64,283,0.024734982332155476,0.5476190476190477
S1_correct,0.9,0.05,65,132,0.007575757575757576,0.25992063492063494
S1_correct,0.9,0.1,65,195,0.010256410256410256,0.38293650793650796
S1_correct,0.9,0.15,65,234,0.017094017094017096,0.45634920634920634
S1_correct,0.9,0.2,65,262,0.019083969465648856,0.5099206349206349
S1_correct,0.9,0.05,66,155,0.0064516129032258064,0.29844961240310075
S1_correct,0.9,0.1,66,240,0.016666666666666666,0.4573643410852713
S1_correct,0.9,0.15,66,264,0.015151515151515152,0.5038759689922481
S1_correct,0.9,0.2,66,290,0.020689655172413793,0.5503875968992248
S1_correct,0.9,0.05,67,146,0.0136986301369863,0.27533460803059273
S1_correct,0.9,0.1,67,214,0.018691588785046728,0.40152963671128106
S1_correct,0.9,0.15,67,258,0.023255813953488372,0.4818355640535373
S1_correct,0.9,0.2,67,285,0.03508771929824561,0.5258126195028681
S1_correct,0.9,0.05,68,184,0.005434782608695652,0.37423312883435583
S1_correct,0.9,0.1,68,231,0.012987012987012988,0.4662576687116564
S1_correct,0.9,0.15,68,261,0.011494252873563218,0.5276073619631901
S1_correct,0.9,0.2,68,298,0.026845637583892617,0.5930470347648262
S1_correct,0.9,0.05,69,165,0.012121212121212121,0.31589147286821706
S1_correct,0.9,0.1,69,238,0.025210084033613446,0.4496124031007752
S1_correct,0.9,0.15,69,282,0.02127659574468085,0.5348837209302325
S1_correct,0.9,0.2,69,308,0.025974025974025976,0.5813953488372093
S1_correct,0.9,0.05,70,124,0.0,0.256198347107438
S1_correct,0.9,0.1,70,172,0.0,0.35537190082644626
S1_correct,0.9,0.15,70,211,0.018957345971563982,0.42768595041322316
S1_correct,0.9,0.2,70,247,0.04048582995951417,0.4896694214876033
S1_correct,0.9,0.05,71,162,0.0,0.3201581027667984
S1_correct,0.9,0.1,71,229,0.013100436681222707,0.44664031620553357
S1_correct,0.9,0.15,71,263,0.022813688212927757,0.5079051383399209
S1_correct,0.9,0.2,71,275,0.02181818181818182,0.5316205533596838
S1_correct,0.9,0.05,72,109,0.0,0.21541501976284586
S1_correct,0.9,0.1,72,214,0.009345794392523364,0.4189723320158103
S1_correct,0.9,0.15,72,260,0.011538461538461539,0.5079051383399209
S1_correct,0.9,0.2,72,293,0.030716723549488054,0.5612648221343873
S1_correct,0.9,0.05,73,132,0.0,0.25680933852140075
S1_correct,0.9,0.1,73,210,0.01904761904761905,0.40077821011673154
S1_correct,0.9,0.15,73,252,0.01984126984126984,0.4805447470817121
S1_correct,0.9,0.2,73,275,0.025454545454545455,0.5214007782101168
S1_correct,0.9,0.05,74,163,0.0,0.32086614173228345
S1_correct,0.9,0.1,74,236,0.00847457627118644,0.46062992125984253
S1_correct,0.9,0.15,74,282,0.010638297872340425,0.5492125984251969
S1_correct,0.9,0.2,74,321,0.024922118380062305,0.6161417322834646
S1_correct,0.9,0.05,75,162,0.012345679012345678,0.32989690721649484
S1_correct,0.9,0.1,75,226,0.022123893805309734,0.4556701030927835
S1_correct,0.9,0.15,75,259,0.02702702702702703,0.5195876288659794
S1_correct,0.9,0.2,75,289,0.031141868512110725,0.5773195876288659
S1_correct,0.9,0.05,76,151,0.0,0.29434697855750486
S1_correct,0.9,0.1,76,229,0.008733624454148471,0.442495126705653
S1_correct,0.9,0.15,76,270,0.011111111111111112,0.52046783625731
S1_correct,0.9,0.2,76,292,0.0136986301369863,0.5614035087719298
S1_correct,0.9,0.05,77,118,0.0,0.23790322580645162
S1_correct,0.9,0.1,77,183,0.00546448087431694,0.36693548387096775
S1_correct,0.9,0.15,77,232,0.01293103448275862,0.46169354838709675
S1_correct,0.9,0.2,77,264,0.01893939393939394,0.5221774193548387
S1_correct,0.9,0.05,78,169,0.005917159763313609,0.32432432432432434
S1_correct,0.9,0.1,78,232,0.01293103448275862,0.4420849420849421
S1_correct,0.9,0.15,78,268,0.014925373134328358,0.5096525096525096
S1_correct,0.9,0.2,78,304,0.029605263157894735,0.5694980694980695
S1_correct,0.9,0.05,79,126,0.007936507936507936,0.25252525252525254
S1_correct,0.9,0.1,79,196,0.00510204081632653,0.3939393939393939
S1_correct,0.9,0.15,79,231,0.004329004329004329,0.46464646464646464
S1_correct,0.9,0.2,79,259,0.011583011583011582,0.5171717171717172
S1_correct,0.9,0.05,80,107,0.0,0.22338204592901878
S1_correct,0.9,0.1,80,162,0.006172839506172839,0.33611691022964507
S1_correct,0.9,0.15,80,207,0.024154589371980676,0.42171189979123175
S1_correct,0.9,0.2,80,238,0.025210084033613446,0.48434237995824636
S1_correct,0.9,0.05,81,202,0.01485148514851485,0.3948412698412698
S1_correct,0.9,0.1,81,260,0.011538461538461539,0.5099206349206349
S1_correct,0.9,0.15,81,295,0.01694915254237288,0.5753968253968254
S1_correct,0.9,0.2,81,317,0.028391167192429023,0.6111111111111112
S1_correct,0.9,0.05,82,129,0.007751937984496124,0.2689075630252101
S1_correct,0.9,0.1,82,192,0.010416666666666666,0.39915966386554624
S1_correct,0.9,0.15,82,220,0.013636363636363636,0.45588235294117646
S1_correct,0.9,0.2,82,249,0.024096385542168676,0.5105042016806722
S1_correct,0.9,0.05,83,124,0.016129032258064516,0.25684210526315787
S1_correct,0.9,0.1,83,196,0.02040816326530612,0.40421052631578946
S1_correct,0.9,0.15,83,223,0.02242152466367713,0.4589473684210526
S1_correct,0.9,0.2,83,252,0.027777777777777776,0.5157894736842106
S1_correct,0.9,0.05,84,137,0.0,0.26346153846153847
S1_correct,0.9,0.1,84,212,0.0047169811320754715,0.40576923076923077
S1_correct,0.9,0.15,84,249,0.008032128514056224,0.475
S1_correct,0.9,0.2,84,283,0.014134275618374558,0.5365384615384615
S1_correct,0.9,0.05,85,187,0.0,0.35619047619047617
S1_correct,0.9,0.1,85,248,0.020161290322580645,0.46285714285714286
S1_correct,0.9,0.15,85,280,0.025,0.52
S1_correct,0.9,0.2,85,315,0.031746031746031744,0.580952380952381
S1_correct,0.9,0.05,86,175,0.011428571428571429,0.3264150943396226
S1_correct,0.9,0.1,86,250,0.02,0.46226415094339623
S1_correct,0.9,0.15,86,292,0.023972602739726026,0.5377358490566038
S1_correct,0.9,0.2,86,326,0.03374233128834356,0.5943396226415094
S1_correct,0.9,0.05,87,139,0.007194244604316547,0.27165354330708663
S1_correct,0.9,0.1,87,211,0.009478672985781991,0.41141732283464566
S1_correct,0.9,0.15,87,251,0.01593625498007968,0.4862204724409449
S1_correct,0.9,0.2,87,288,0.024305555555555556,0.5531496062992126
S1_correct,0.9,0.05,88,132,0.007575757575757576,0.2481060606060606
S1_correct,0.9,0.1,88,205,0.004878048780487805,0.38636363636363635
S1_correct,0.9,0.15,88,248,0.012096774193548387,0.4640151515151515
S1_correct,0.9,0.2,88,287,0.020905923344947737,0.5321969696969697
S1_correct,0.9,0.05,89,136,0.0,0.2490842490842491
S1_correct,0.9,0.1,89,229,0.008733624454148471,0.4157509157509158
S1_correct,0.9,0.15,89,275,0.01090909090909091,0.4981684981684982
S1_correct,0.9,0.2,89,313,0.022364217252396165,0.5604395604395604
S1_correct,0.9,0.05,90,198,0.020202020202020204,0.37524177949709864
S1_correct,0.9,0.1,90,254,0.027559055118110236,0.47775628626692457
S1_correct,0.9,0.15,90,308,0.04220779220779221,0.5705996131528046
S1_correct,0.9,0.2,90,332,0.045180722891566265,0.6131528046421664
S1_correct,0.9,0.05,91,131,0.007633587786259542,0.2620967741935484
S1_correct,0.9,0.1,91,195,0.005128205128205128,0.3911290322580645
S1_correct,0.9,0.15,91,232,0.008620689655172414,0.4637096774193548
S1_correct,0.9,0.2,91,264,0.015151515151515152,0.5241935483870968
S1_correct,0.9,0.05,92,146,0.0,0.2997946611909651
S1_correct,0.9,0.1,92,206,0.0,0.42299794661190965
S1_correct,0.9,0.15,92,242,0.004132231404958678,0.4948665297741273
S1_correct,0.9,0.2,92,276,0.010869565217391304,0.5605749486652978
S1_correct,0.9,0.05,93,99,0.010101010101010102,0.21585903083700442
S1_correct,0.9,0.1,93,177,0.005649717514124294,0.3876651982378855
S1_correct,0.9,0.15,93,211,0.009478672985781991,0.460352422907489
S1_correct,0.9,0.2,93,236,0.029661016949152543,0.5044052863436124
S1_correct,0.9,0.05,94,168,0.0,0.3421588594704684
S1_correct,0.9,0.1,94,215,0.004651162790697674,0.43584521384928715
S1_correct,0.9,0.15,94,256,0.01171875,0.515274949083503
S1_correct,0.9,0.2,94,284,0.014084507042253521,0.570264765784114
S1_correct,0.9,0.05,95,158,0.012658227848101266,0.32842105263157895
S1_correct,0.9,0.1,95,211,0.03317535545023697,0.42947368421052634
S1_correct,0.9,0.15,95,236,0.038135593220338986,0.47789473684210526
S1_correct,0.9,0.2,95,251,0.043824701195219126,0.5052631578947369
S1_correct,0.9,0.05,96,129,0.0,0.26380368098159507
S1_correct,0.9,0.1,96,192,0.005208333333333333,0.39059304703476483
S1_correct,0.9,0.15,96,232,0.01293103448275862,0.46830265848670755
S1_correct,0.9,0.2,96,257,0.011673151750972763,0.5194274028629857
S1_correct,0.9,0.05,97,170,0.0,0.35343035343035345
S1_correct,0.9,0.1,97,229,0.004366812227074236,0.47401247401247404
S1_correct,0.9,0.15,97,251,0.00398406374501992,0.5197505197505198
S1_correct,0.9,0.2,97,284,0.02464788732394366,0.5758835758835759
S1_correct,0.9,0.05,98,111,0.0,0.24503311258278146
S1_correct,0.9,0.1,98,154,0.006493506493506494,0.33774834437086093
S1_correct,0.9,0.15,98,205,0.01951219512195122,0.44370860927152317
S1_correct,0.9,0.2,98,248,0.03225806451612903,0.5298013245033113
S1_correct,0.9,0.05,99,98,0.0,0.1917808219178082
S1_correct,0.9,0.1,99,195,0.005128205128205128,0.3796477495107632
S1_correct,0.9,0.15,99,237,0.008438818565400843,0.4598825831702544
S1_correct,0.9,0.2,99,265,0.018867924528301886,0.5088062622309197
S2_3comp_null,0.5,0.05,0,1838,0.003264417845484222,0.734857601283594
S2_3comp_null,0.5,0.1,0,1994,0.006018054162487462,0.7950260730044123
S2_3comp_null,0.5,0.15,0,2086,0.010546500479386385,0.8279181708784596
S2_3comp_null,0.5,0.2,0,2144,0.012126865671641791,0.8495788206979543
S2_3comp_null,0.5,0.05,1,1739,0.0034502587694077054,0.6879714172290592
S2_3comp_null,0.5,0.1,1,1962,0.008664627930682976,0.7721317983326716
S2_3comp_null,0.5,0.15,1,2054,0.011197663096397274,0.8062723302897975
S2_3comp_null,0.5,0.2,1,2113,0.012778040700425935,0.8281063914251687
S2_3comp_null,0.5,0.05,2,1814,0.0016538037486218302,0.730241935483871
S2_3comp_null,0.5,0.1,2,1963,0.003565970453387672,0.7887096774193548
S2_3comp_null,0.5,0.15,2,2065,0.004842615012106538,0.8286290322580645
S2_3comp_null,0.5,0.2,2,2121,0.005657708628005658,0.8504032258064517
S2_3comp_null,0.5,0.05,3,1768,0.004524886877828055,0.6978588421887391
S2_3comp_null,0.5,0.1,3,1968,0.007113821138211382,0.774781919111816
S2_3comp_null,0.5,0.15,3,2072,0.008687258687258687,0.8144329896907216
S2_3comp_null,0.5,0.2,3,2144,0.012126865671641791,0.8398096748612213
S2_3comp_null,0.5,0.05,4,1731,0.005777007510109763,0.7088138385502472
S2_3comp_null,0.5,0.1,4,1916,0.007828810020876827,0.7829489291598023
S2_3comp_null,0.5,0.15,4,2009,0.010950721752115481,0.8183690280065898
S2_3comp_null,0.5,0.2,4,2093,0.011466794075489728,0.8521416803953872
S2_3comp_null,0.5,0.05,5,1804,0.004434589800443459,0.7104430379746836
S2_3comp_null,0.5,0.1,5,1999,0.0080040020010005,0.7844145569620253
S2_3comp_null,0.5,0.15,5,2094,0.01002865329512894,0.8200158227848101
S2_3comp_null,0.5,0.2,5,2181,0.013296652911508482,0.8512658227848101
S2_3comp_null,0.5,0.05,6,1736,0.004032258064516129,0.7008512363194163
S2_3comp_null,0.5,0.1,6,1915,0.007832898172323759,0.7701661937576003
S2_3comp_null,0.5,0.15,6,2022,0.008902077151335312,0.8123226591001216
S2_3comp_null,0.5,0.2,6,2090,0.012440191387559809,0.83664369679773
S2_3comp_null,0.5,0.05,7,1719,0.005235602094240838,0.6937119675456389
S2_3comp_null,0.5,0.1,7,1900,0.008421052631578947,0.7643002028397566
S2_3comp_null,0.5,0.15,7,1996,0.011523046092184368,0.8004056795131845
S2_3comp_null,0.5,0.2,7,2066,0.012584704743465635,0.8275862068965517
S2_3comp_null,0.5,0.05,8,1761,0.005110732538330494,0.6933122279382667
S2_3comp_null,0.5,0.1,8,1979,0.007074279939363315,0.777601899485556
S2_3comp_null,0.5,0.15,8,2066,0.009196515004840271,0.8100514444004748
S2_3comp_null,0.5,0.2,8,2120,0.00990566037735849,0.8306292045904234
S2_3comp_null,0.5,0.05,9,1721,0.006391632771644393,0.6807324840764332
S2_3comp_null,0.5,0.1,9,1927,0.008822003113648157,0.7603503184713376
S2_3comp_null,0.5,0.15,9,2042,0.011263467189030362,0.8037420382165605
S2_3comp_null,0.5,0.2,9,2119,0.010854176498348278,0.8343949044585988
S2_3comp_null,0.5,0.05,10,1747,0.0022896393817973667,0.6927662957074722
S2_3comp_null,0.5,0.1,10,1977,0.005058168942842691,0.7817965023847376
S2_3comp_null,0.5,0.15,10,2086,0.008149568552253116,0.8223370429252782
S2_3comp_null,0.5,0.2,10,2170,0.01152073732718894,0.8525437201907791
S2_3comp_null,0.5,0.05,11,1788,0.0039149888143176735,0.7181451612903226
S2_3comp_null,0.5,0.1,11,1983,0.008068582955118508,0.7931451612903225
S2_3comp_null,0.5,0.15,11,2084,0.009596928982725527,0.832258064516129
S2_3comp_null,0.5,0.2,11,2140,0.011682242990654205,0.8528225806451613
S2_3comp_null,0.5,0.05,12,1857,0.002154011847065159,0.7382470119521912
S2_3comp_null,0.5,0.1,12,2022,0.002967359050445104,0.803187250996016
S2_3comp_null,0.5,0.15,12,2111,0.0071056371387967785,0.8350597609561753
S2_3comp_null,0.5,0.2,12,2162,0.0074005550416281225,0.8549800796812749
S2_3comp_null,0.5,0.05,13,1701,0.0029394473838918285,0.6748905690409869
S2_3comp_null,0.5,0.1,13,1919,0.004168837936425221,0.7604456824512534
S2_3comp_null,0.5,0.15,13,2042,0.00832517140058766,0.8058097890966972
S2_3comp_null,0.5,0.2,13,2116,0.011814744801512287,0.8320732192598488
S2_3comp_null,0.5,0.05,14,1798,0.006674082313681869,0.7144
S2_3comp_null,0.5,0.1,14,1993,0.010035122930255895,0.7892
S2_3comp_null,0.5,0.15,14,2086,0.012464046021093002,0.824
S2_3comp_null,0.5,0.2,14,2142,0.014005602240896359,0.8448
S2_3comp_null,0.5,0.05,15,1777,0.0033764772087788407,0.6966955153422502
S2_3comp_null,0.5,0.1,15,1985,0.0055415617128463475,0.7765538945712038
S2_3comp_null,0.5,0.15,15,2116,0.007561436672967864,0.8261211644374509
S2_3comp_null,0.5,0.2,15,2169,0.00875979714153988,0.8457907159716759
S2_3comp_null,0.5,0.05,16,1829,0.002733734281027884,0.7086247086247086
S2_3comp_null,0.5,0.1,16,2033,0.004426955238563699,0.7863247863247863
S2_3comp_null,0.5,0.15,16,2135,0.007962529274004685,0.8228438228438228
S2_3comp_null,0.5,0.2,16,2188,0.010054844606946984,0.8414918414918415
S2_3comp_null,0.5,0.05,17,1770,0.002824858757062147,0.6948818897637795
S2_3comp_null,0.5,0.1,17,1952,0.003586065573770492,0.765748031496063
S2_3comp_null,0.5,0.15,17,2055,0.006326034063260341,0.8039370078740158
S2_3comp_null,0.5,0.2,17,2130,0.009389671361502348,0.8307086614173228
S2_3comp_null,0.5,0.05,18,1761,0.005110732538330494,0.7177386317083163
S2_3comp_null,0.5,0.1,18,1936,0.006714876033057851,0.7877918885702581
S2_3comp_null,0.5,0.15,18,2031,0.008370260955194485,0.8250716919295371
S2_3comp_null,0.5,0.2,18,2073,0.009165460684997588,0.8414584186808685
S2_3comp_null,0.5,0.05,19,1775,0.0028169014084507044,0.7139975796692215
S2_3comp_null,0.5,0.1,19,1950,0.004615384615384616,0.7829770068576039
S2_3comp_null,0.5,0.15,19,2041,0.004409603135717786,0.8196853569987899
S2_3comp_null,0.5,0.2,19,2086,0.004314477468839885,0.8378378378378378
S2_3comp_null,0.5,0.05,20,1713,0.005253940455341506,0.7000821692686935
S2_3comp_null,0.5,0.1,20,1885,0.008488063660477453,0.7678718159408381
S2_3comp_null,0.5,0.15,20,1986,0.011077542799597181,0.8069022185702547
S2_3comp_null,0.5,0.2,20,2060,0.01407766990291262,0.8344289235825801
S2_3comp_null,0.5,0.05,21,1865,0.0021447721179624667,0.7352824970367444
S2_3comp_null,0.5,0.1,21,2034,0.005408062930186824,0.7992888186487555
S2_3comp_null,0.5,0.15,21,2126,0.00799623706491063,0.8332674832082181
S2_3comp_null,0.5,0.2,21,2185,0.009610983981693364,0.8549980244962465
S2_3comp_null,0.5,0.05,22,1702,0.005875440658049354,0.6828087167070218
S2_3comp_null,0.5,0.1,22,1901,0.007364544976328248,0.761501210653753
S2_3comp_null,0.5,0.15,22,2034,0.009341199606686333,0.8131557707828895
S2_3comp_null,0.5,0.2,22,2104,0.011406844106463879,0.8393866020984665
S2_3comp_null,0.5,0.05,23,1745,0.0017191977077363897,0.6820673453406422
S2_3comp_null,0.5,0.1,23,1965,0.004071246819338422,0.7662490211433046
S2_3comp_null,0.5,0.15,23,2083,0.006240998559769563,0.8104933437744715
S2_3comp_null,0.5,0.2,23,2142,0.007469654528478058,0.8324197337509789
S2_3comp_null,0.5,0.05,24,1708,0.002927400468384075,0.6925579503863359
S2_3comp_null,0.5,0.1,24,1888,0.007944915254237288,0.7616917446116307
S2_3comp_null,0.5,0.15,24,1989,0.010055304172951232,0.8007320048800325
S2_3comp_null,0.5,0.2,24,2063,0.014541929229277752,0.826758845058967
S2_3comp_null,0.5,0.05,25,1740,0.004022988505747126,0.68879173290938
S2_3comp_null,0.5,0.1,25,1931,0.004660797514241326,0.7639109697933227
S2_3comp_null,0.5,0.15,25,2040,0.006862745098039216,0.8052464228934817
S2_3comp_null,0.5,0.2,25,2114,0.009933774834437087,0.8318759936406995
S2_3comp_null,0.5,0.05,26,1818,0.0022002200220022,0.7187004754358162
S2_3comp_null,0.5,0.1,26,1985,0.0055415617128463475,0.7820919175911252
S2_3comp_null,0.5,0.15,26,2088,0.006704980842911878,0.8217115689381933
S2_3comp_null,0.5,0.2,26,2151,0.010227801022780102,0.8435023771790808
S2_3comp_null,0.5,0.05,27,1766,0.0028312570781426952,0.7205400981996727
S2_3comp_null,0.5,0.1,27,1953,0.0056323604710701485,0.7945990180032734
S2_3comp_null,0.5,0.15,27,2040,0.00784313725490196,0.8281505728314239
S2_3comp_null,0.5,0.2,27,2105,0.010451306413301662,0.852291325695581
S2_3comp_null,0.5,0.05,28,1786,0.003919372900335946,0.7037183544303798
S2_3comp_null,0.5,0.1,28,1987,0.006542526421741319,0.7808544303797469
S2_3comp_null,0.5,0.15,28,2084,0.008637236084452975,0.817246835443038
S2_3comp_null,0.5,0.2,28,2155,0.010208816705336427,0.84375
S2_3comp_null,0.5,0.05,29,1850,0.004324324324324324,0.721221613155834
S2_3comp_null,0.5,0.1,29,2007,0.005979073243647235,0.7811276429130776
S2_3comp_null,0.5,0.15,29,2123,0.007536504945831371,0.8249804228660924
S2_3comp_null,0.5,0.2,29,2173,0.008743672342383801,0.8433829287392326
S2_3comp_null,0.5,0.05,30,1697,0.0029463759575721863,0.6711622372074574
S2_3comp_null,0.5,0.1,30,1912,0.005753138075313808,0.7540658468861563
S2_3comp_null,0.5,0.15,30,2028,0.010848126232741617,0.7957159857199524
S2_3comp_null,0.5,0.2,30,2108,0.013282732447817837,0.8250694168980564
S2_3comp_null,0.5,0.05,31,1835,0.004904632152588556,0.7152369761065414
S2_3comp_null,0.5,0.1,31,2021,0.007422068283028204,0.7857422640031335
S2_3comp_null,0.5,0.15,31,2111,0.010421601136901942,0.81825303564434
S2_3comp_null,0.5,0.2,31,2171,0.013357899585444496,0.8390129259694477
S2_3comp_null,0.5,0.05,32,1782,0.005050505050505051,0.7103365384615384
S2_3comp_null,0.5,0.1,32,1960,0.006122448979591836,0.780448717948718
S2_3comp_null,0.5,0.15,32,2074,0.00819672131147541,0.8241185897435898
S2_3comp_null,0.5,0.2,32,2139,0.010752688172043012,0.8477564102564102
S2_3comp_null,0.5,0.05,33,1714,0.003500583430571762,0.6929006085192698
S2_3comp_null,0.5,0.1,33,1916,0.005741127348643006,0.7728194726166329
S2_3comp_null,0.5,0.15,33,2016,0.006944444444444444,0.8121703853955375
S2_3comp_null,0.5,0.2,33,2090,0.00909090909090909,0.8401622718052738
S2_3comp_null,0.5,0.05,34,1784,0.005044843049327354,0.710568454763811
S2_3comp_null,0.5,0.1,34,1959,0.006125574272588055,0.7794235388310649
S2_3comp_null,0.5,0.15,34,2056,0.00924124513618677,0.8154523618895116
S2_3comp_null,0.5,0.2,34,2120,0.010377358490566037,0.8398718975180144
S2_3comp_null,0.5,0.05,35,1771,0.002258610954263128,0.7073658927141714
S2_3comp_null,0.5,0.1,35,1973,0.006588950836289914,0.7846277021617294
S2_3comp_null,0.5,0.15,35,2069,0.010633156114064766,0.8194555644515612
S2_3comp_null,0.5,0.2,35,2126,0.013640639698965193,0.8394715772618094
S2_3comp_null,0.5,0.05,36,1834,0.004362050163576881,0.7450020399836801
S2_3comp_null,0.5,0.1,36,2001,0.006496751624187906,0.8110975112199102
S2_3comp_null,0.5,0.15,36,2080,0.009134615384615385,0.8408812729498164
S2_3comp_null,0.5,0.2,36,2122,0.010367577756833177,0.8567931456548348
S2_3comp_null,0.5,0.05,37,1751,0.0028555111364934323,0.6945107398568019
S2_3comp_null,0.5,0.1,37,1973,0.005575266092245312,0.7804295942720764
S2_3comp_null,0.5,0.15,37,2070,0.005797101449275362,0.8186157517899761
S2_3comp_null,0.5,0.2,37,2139,0.007947639083683964,0.8440731901352426
S2_3comp_null,0.5,0.05,38,1812,0.0027593818984547464,0.7216453674121406
S2_3comp_null,0.5,0.1,38,1971,0.005580923389142567,0.7827476038338658
S2_3comp_null,0.5,0.15,38,2066,0.007744433688286544,0.8186900958466453
S2_3comp_null,0.5,0.2,38,2131,0.009385265133740028,0.8430511182108626
S2_3comp_null,0.5,0.05,39,1701,0.003527336860670194,0.6895850284784377
S2_3comp_null,0.5,0.1,39,1867,0.007498660953401178,0.7538649308380797
S2_3comp_null,0.5,0.15,39,1970,0.009644670050761422,0.7937347436940602
S2_3comp_null,0.5,0.2,39,2033,0.01131333005410723,0.8177379983726607
S2_3comp_null,0.5,0.05,40,1765,0.004532577903682719,0.6911880409126672
S2_3comp_null,0.5,0.1,40,1963,0.006113092205807438,0.7675059008654602
S2_3comp_null,0.5,0.15,40,2049,0.009272816007808687,0.7985837922895358
S2_3comp_null,0.5,0.2,40,2134,0.010309278350515464,0.8308418568056648
S2_3comp_null,0.5,0.05,41,1783,0.002243409983174425,0.710747103475829
S2_3comp_null,0.5,0.1,41,1952,0.0030737704918032786,0.7774670395525369
S2_3comp_null,0.5,0.15,41,2052,0.005847953216374269,0.8150219736316421
S2_3comp_null,0.5,0.2,41,2114,0.00804162724692526,0.8377946464242908
S2_3comp_null,0.5,0.05,42,1750,0.005714285714285714,0.6990759341100844
S2_3comp_null,0.5,0.1,42,1950,0.006153846153846154,0.7786259541984732
S2_3comp_null,0.5,0.15,42,2062,0.008244422890397672,0.8216151064684613
S2_3comp_null,0.5,0.2,42,2121,0.009900990099009901,0.8437123342707915
S2_3comp_null,0.5,0.05,43,1825,0.0032876712328767125,0.736139214892756
S2_3comp_null,0.5,0.1,43,1988,0.006036217303822937,0.7996762444354513
S2_3comp_null,0.5,0.15,43,2080,0.010576923076923078,0.8328611898016998
S2_3comp_null,0.5,0.2,43,2130,0.01267605633802817,0.8510724403075678
S2_3comp_null,0.5,0.05,44,1733,0.004616272360069244,0.6964069438837304
S2_3comp_null,0.5,0.1,44,1917,0.008346374543557642,0.7674606378683891
S2_3comp_null,0.5,0.15,44,2014,0.010427010923535254,0.8046023415421881
S2_3comp_null,0.5,0.2,44,2079,0.011544011544011544,0.8296326201049656
S2_3comp_null,0.5,0.05,45,1734,0.0028835063437139563,0.6833992094861661
S2_3comp_null,0.5,0.1,45,1931,0.004660797514241326,0.7596837944664032
S2_3comp_null,0.5,0.15,45,2026,0.006416584402764067,0.7956521739130434
S2_3comp_null,0.5,0.2,45,2112,0.010416666666666666,0.8260869565217391
S2_3comp_null,0.5,0.05,46,1775,0.0067605633802816905,0.7026703866082105
S2_3comp_null,0.5,0.1,46,1936,0.00981404958677686,0.7640494220805102
S2_3comp_null,0.5,0.15,46,2046,0.011241446725317693,0.8062973296133918
S2_3comp_null,0.5,0.2,46,2119,0.012269938650306749,0.8341968911917098
S2_3comp_null,0.5,0.05,47,1719,0.002326934264107039,0.6819085487077535
S2_3comp_null,0.5,0.1,47,1941,0.005667181865018032,0.7673956262425448
S2_3comp_null,0.5,0.15,47,2052,0.008284600389863547,0.8091451292246521
S2_3comp_null,0.5,0.2,47,2110,0.010900473933649289,0.8298210735586481
S2_3comp_null,0.5,0.05,48,1835,0.0021798365122615805,0.7324
S2_3comp_null,0.5,0.1,48,2007,0.005480817140009965,0.7984
S2_3comp_null,0.5,0.15,48,2092,0.0076481835564053535,0.8304
S2_3comp_null,0.5,0.2,48,2158,0.010658016682113068,0.854
S2_3comp_null,0.5,0.05,49,1704,0.005868544600938967,0.6797752808988764
S2_3comp_null,0.5,0.1,49,1916,0.007828810020876827,0.7628410914927769
S2_3comp_null,0.5,0.15,49,2006,0.009970089730807577,0.7969502407704655
S2_3comp_null,0.5,0.2,49,2069,0.012566457225712905,0.8198234349919743
S2_3comp_null,0.5,0.05,50,1750,0.0034285714285714284,0.6956521739130435
S2_3comp_null,0.5,0.1,50,1924,0.005717255717255718,0.7630634224172318
S2_3comp_null,0.5,0.15,50,2050,0.006829268292682927,0.812126047068209
S2_3comp_null,0.5,0.2,50,2123,0.009891662741403674,0.8384523334662943
S2_3comp_null,0.5,0.05,51,1794,0.0033444816053511705,0.7047694126921561
S2_3comp_null,0.5,0.1,51,1978,0.008088978766430738,0.773354355538037
S2_3comp_null,0.5,0.15,51,2088,0.010057471264367816,0.8147418210484825
S2_3comp_null,0.5,0.2,51,2160,0.0125,0.8407567993693339
