cluster_id,n,tau,f_anchor,log_e_para_multi,log_e_verb,log_e_full,log_e_para_g0.95,log_e_para_g0.96,log_e_para_g0.97,log_e_para_g0.98
21,55,0.05454545454545454,0.07272727272727272,-0.8648542344342642,2.4566527791500947,1.7989677089392448,-1.263737243811749,-1.1333013303010475,-0.8938746917249547,-0.3992550832524766
22,55,0.05454545454545454,0.03636363636363636,-0.5504769942204024,2.11299442927547,1.4872309274468285,-1.2527299047245268,-0.9468607912520016,-0.5428750022443217,0.050638661008666874
23,55,0.05454545454545454,0.03636363636363636,-0.674954919980704,2.66112510890481,2.0029358593092113,-1.3173647501304795,-0.9810744768348327,-0.5306794258348415,-0.21596431805811278
24,55,0.999999,0.09090909090909091,-1.0098073976706932,241.17092089385503,240.47777371329508,-1.1602784179039056,-1.183719115619097,-0.9979801334558693,-0.7571603683221374
25,55,0.05454545454545454,0.09090909090909091,-0.9492698172740488,2.11299442927547,1.4655676106402207,-1.2271327689515261,-1.1631924883948508,-0.9979801334558693,-0.5553837784505773
26,55,0.05454545454545454,0.03636363636363636,-0.7885268405952544,2.975953068820962,2.305720985055724,-1.287095502219222,-0.9334141264507663,-0.5331659962674327,-0.5761988402083205
27,54,0.999999,0.07407407407407407,-0.9411080761398224,247.31244178905604,246.6192946084961,-1.2588748397456095,-1.2086034963883154,-0.9103207846199015,-0.5519976250858868
28,54,0.999999,0.09259259259259259,-0.9582498898212054,303.35939385244944,302.6662466718895,-1.192819527551747,-1.147016135017892,-1.0275870694761835,-0.5879997593200447
29,54,0.05555555555555555,0.037037037037037035,-0.6842601168070362,2.5711916278165,1.9158828553904752,-1.3173822533728374,-0.9869407660469288,-0.5414157021082227,-0.22893677271128277
30,54,0.05555555555555555,0.05555555555555555,-0.9593088247279545,2.87909926093316,2.207251473785492,-1.2847801335646212,-1.071203922932494,-0.7723100967464179,-0.7954488907048716
31,54,0.05555555555555555,0.07407407407407407,-0.8739189963658979,2.1233778858483197,1.4789464197675346,-1.2588748397456095,-1.1544947156491707,-0.9103207846199015,-0.40396675648781066
32,54,0.999999,0.09259259259259259,-1.0581770794386767,281.4394549431443,280.74630776258437,-1.2781491700725458,-1.210477898773994,-1.0268049882035966,-0.790550146673801
33,54,0.05555555555555555,0.05555555555555555,-0.8273269197127349,2.1233778858483197,1.4812116390444086,-1.2742900213792536,-1.0916432977882453,-0.7637722993978506,-0.40396675648781066
34,54,0.05555555555555555,0.05555555555555555,-0.7655276924103098,2.5711916278165,1.912980422808828,-1.3054059041636086,-1.1053275470813442,-0.7704385714124035,-0.22893677271128277
35,54,0.05555555555555555,0.05555555555555555,-0.7474615814617375,2.1233778858483197,1.4853355088115503,-1.2763494379326907,-1.0916432977882453,-0.7637722993978506,-0.20623186875547583
36,54,0.05555555555555555,0.05555555555555555,-0.7655276924103098,2.5711916278165,1.912980422808828,-1.3054059041636086,-1.1053275470813442,-0.7704385714124035,-0.22893677271128277
37,54,0.05555555555555555,0.07407407407407407,-0.8844343331289929,2.5711916278165,1.9091239742838586,-1.3054059041636086,-1.1053275470813442,-0.92046153270568,-0.4287991341599313
38,54,0.05555555555555555,0.07407407407407407,-0.9319245387303585,2.3714534668665483,1.7144055810271004,-1.2670178785703405,-1.1378954676014175,-0.9036059277671199,-0.5657904887819609
39,54,0.05555555555555555,0.05555555555555555,-0.8461435428938867,2.5711916278165,1.9103177408119243,-1.3054059041636086,-1.1053275470813442,-0.7704385714124035,-0.4287991341599313
